pd,w,pb,P.I,O,k,n,D60,Ya,Suction
1.7818848016353617,15.234559509391524,28.9235261892849,19.331422986075815,0.2595340752574514,9.116266361416908e-11,0.2903455950939152,0.06905759918231921,40.0,688.4801635361591
1.8139944490810072,15.635113331262774,30.026044203721078,21.794660006211682,0.30659824220898557,5.6465572388376655e-11,0.29460055509189925,0.11919833472430211,28.950300674778788,235.02081594622362
1.625049221951966,19.587060605982508,33.28748115470434,15.234528665131037,0.3332060483207423,1.4918284193231426e-10,0.33850843980283823,0.07126230548799148,32.42194103187771,93.25597870523994
1.5818971304108782,20.8963016211727,34.384147385496135,10.706752963883599,0.3521527292528148,3.5418138331555006e-10,0.3341495102839598,0.05996945414943704,32.87459762889312,746.7844665009526
1.6020280564923992,19.876913785836095,33.443623187185736,11.571423271487031,0.32543366779087896,1.8507896711605905e-10,0.3279234485665562,0.06043366779087897,61.68496838116355,817.4749156840779
1.8004327944629597,14.21089021134619,27.29561189197878,21.032635459152466,0.26382653046595517,5.568366030530836e-10,0.2915661502904574,0.07913089358547085,46.34764256581167,439.1273760968611
1.67,17.964377741013834,31.670510827493107,15.05710137492228,0.30520950313214035,2.1919371563476294e-10,0.319434274277998,0.07007335972886063,27.92194831186368,209.2723633908443
1.6951551435272245,16.202068580362994,29.169236769794423,21.549918463098702,0.31504137160725987,3.0467846911698845e-10,0.33831899921823805,0.11358192784550679,30.0,398.9657098185032
1.7590947197134001,14.091263833527005,26.230725128244284,17.392735443260992,0.25727158408598005,1.2973642531577602e-10,0.32601369077653003,0.10078420434094996,30.0,1000.0
1.769883717780424,16.038030169872375,30.117275032205647,19.833515524357352,0.26363132652323384,4.484661631837372e-11,0.29713064330689376,0.06928590949038288,40.0,529.7537712340468
1.5819260676302247,19.878281840885098,32.9296208571899,10.140159674479596,0.3486311696927061,3.7941923610421035e-10,0.33092627551562037,0.059176223544271433,31.663936130208164,100.0
1.6594704022976612,18.78997928642275,32.64844604767344,12.330062140731751,0.25766562739425936,1.2807459106855882e-10,0.3100529597702339,0.07284112068929838,37.32035320887668,814.4859913837704
1.7515774916140208,16.083196472228448,29.728038723067044,13.089437290350523,0.2881371769287752,8.825309014158343e-11,0.27655830234807416,0.06330521220649074,42.716051509476245,621.0562709649478
1.6789372284449027,18.490688730493385,32.6612281407091,24.0,0.2596376629330584,1.7524264100595697e-10,0.3568603309574008,0.13,57.2226680243424,1358.8055838404666
1.6511275931426006,18.177448137147987,31.657115770517674,23.37893151998204,0.3020979254859195,1.9407740346629024e-10,0.363822551862852,0.11935311177112068,29.822551862852013,429.0207451408046
1.6787670015100964,17.151949233092456,30.477639215769834,15.789573774133867,0.2818957377413387,9.468244145083869e-10,0.31725929142486675,0.0662012691726886,31.558476992773677,1163.6446316471915
1.7158230561756231,17.176060660225247,30.525793434941598,16.15380696614681,0.296521665591276,2.1179560003367719e-10,0.3040442359560942,0.06534336460658587,43.791152808781156,694.026474725589
1.6,20.5,34.4,20.82188713976778,0.297011645296413,3.88e-10,0.387,0.13,40.0,1454.016122890317
1.6788328820441882,15.27732156457253,27.3208071924319,14.390451641575414,0.2989562330766571,3.22667249005879e-10,0.31210876205802124,0.06594828333909708,27.189656667819417,120.42456422670635
1.5645492085579271,20.65151146019229,33.71156577706503,16.131748638553024,0.32315035203454473,4.4638075089913467e-10,0.3656781195391885,0.07727460427896356,61.87987716930103,688.8400658302087
1.6640339589195656,17.807266407176304,31.279361432030274,23.34112004313759,0.29338641643217367,1.5456135835678265e-10,0.3591144275307481,0.12677283286434737,31.344652973188595,500.0
1.6999204733395596,14.705109428749836,26.203799484733608,15.643697671343562,0.27794552742126755,13140516604.92595,0.3082190863985057,0.06479681893358238,35.3007952666044,273.4393688805871
1.6,20.5,34.4,20.940570764550323,0.297384650974301,3.88e-10,0.387,0.13,40.0,1437.0613193499535
1.7610229899008194,13.451982727231563,25.44308703328654,10.677873737602432,0.25266178080702884,2.0250532172455853e-10,0.25803132222272535,0.0599290232326434,54.48850504959027,775.5747475204862
1.7566801737349818,14.005803185141332,26.373644287158626,21.303371912844625,0.25895007238957574,6.04678667692658e-10,0.313539797309188,0.11192981178710316,59.99189575901099,500.0
1.71682606180533,16.861087836813446,30.610011919627468,22.54864020398319,0.30629184122389913,4.3450148820303715e-11,0.3335614165017672,0.10511954635399756,47.025552595567845,473.20680469003673
1.6446228860610845,18.992597033784687,32.89368561181371,15.045114360106863,0.34254189077078145,3.359077737559421e-10,0.32945392985232863,0.06999303437185012,75.85194067569375,469.2736346347686
1.5519707474260331,20.59853737130166,33.5210893688903,11.507237117157178,0.34964972937574357,3.961547164083436e-10,0.3484742139319428,0.060364896911239835,33.57659794082655,178.82989704132774
1.5931487957091877,19.260761462694006,32.29628283255375,10.985120429081238,0.276039432667441,1.0607468936069417e-10,0.3305031079475474,0.06035916860071373,36.629759141837525,696.6783227653772
1.6649353549376007,18.826616126559983,32.993207746157104,16.714549048245445,0.31911205144149213,8.295771743814414e-11,0.32922737422816023,0.08117996784906739,76.01723868330649,748.9225822933445
1.7017023400626754,14.657441498433114,26.623526116288964,17.80854497679919,0.2819998336175709,4.981038541427798e-10,0.31895752468964766,0.08851086840123168,42.55334371158403,244.6822670845026
1.6610824373684734,17.612372755787177,30.677708238576038,12.263918754384225,0.30464434881751706,1.5562886499649262e-10,0.30775775382803916,0.06214948625613792,43.994838726325185,262.8864996492621
1.612726334583109,16.951218391452677,28.778977809037883,12.912464879391866,0.31968940997378337,5.663423548426426e-11,0.33158425544310755,0.06305745083114861,38.32521072364881,211.00280964865078
1.7484867838985398,13.783226885580305,25.840080084516043,9.375660805073005,0.26030136584725566,1.5682150730018287e-10,0.25604411911000746,0.058105925127102206,60.30264322029202,500.0
1.5754122240912243,19.76702207270207,32.70597446705726,13.397962651462644,0.28590203734853736,6.672916947571337e-10,0.3493249236208235,0.0637371477120477,54.164889636489654,909.7962651462642
1.724531961294955,16.57490599619131,30.29766079664398,20.5,0.24993251529158336,5.871153752744121e-10,0.31803740348963533,0.07,33.80150406093907,1290.2632106643362
1.7039248915177003,16.877474994547658,30.410154179294707,24.0,0.30476108700393345,8.841505185341008e-11,0.34691809774311655,0.13,32.44027175098336,304.7782599213316
1.724129983605426,14.258700163945742,26.27519705082318,21.02784339136869,0.29171462315561036,4.024045235065834e-10,0.3218166917011096,0.07904874385203471,63.515066906041795,429.1181731590615
1.7353285112922572,14.622207861629553,27.05863832353383,9.3,0.26612615165804654,1.499516404803239e-10,0.26128778087474697,0.058,74.6714887077429,709.5926958248986
1.5693792967962041,17.63365547048351,29.147437477938276,10.612643226540138,0.30268735677345987,1.2127866378743105e-09,0.3390239114782949,0.059837700517156193,34.37471354691973,394.98854187678904
1.6048379515044782,20.16134339468654,33.9587788227916,16.88821128841731,0.2755533152208929,2.733405493438709e-10,0.35216674916775825,0.09516674916775826,40.0,1000.0
1.700751878474088,16.844548758853144,30.3754565547502,24.0,0.2373007513896352,3.7554830830380766e-10,0.348468045572217,0.13,55.44548758853145,1500.0
1.74,15.980323503364568,29.545762895854345,16.864794199149582,0.3071691170168847,2.4697659760080183e-10,0.2984273533360856,0.08218676525203328,40.57647092432816,205.76470924328166
1.6462936671116184,17.101990257094798,29.80768934764124,17.33830203006127,0.2973830203006127,1.8092911966439587e-09,0.3362437023039768,0.06745024357263006,30.05970771284393,813.9317996635843
1.6196736516621186,16.713627355103714,28.70959168131443,21.039735222134237,0.29896163095032735,2.405127439785711e-09,0.36570253415720483,0.11016317416894075,28.13627355103715,527.2547102074299
1.7700425898934287,16.065530936175236,30.145633151919466,20.242766905580243,0.2683606259109679,4.6629894202221964e-11,0.298945733823194,0.0697925539561131,41.244676263321416,500.0
1.7148116850704234,15.40887011042254,28.15173809469298,16.458324474366254,0.28716402707605604,2.229845046458002e-10,0.3057782472394365,0.06674058425352117,31.52551905915505,239.2467402816938
1.5909616105414075,17.059024056761427,28.738240126807376,20.795120283807126,0.321579832864278,3.276694284337883e-09,0.3724703975673675,0.075059204865265,30.119843000246753,218.0481135228502
1.6442552623064348,19.172342130806957,33.121022919344036,14.304263277099125,0.29434042766350865,2.3952359496191113e-10,0.3305745405592956,0.09017026392420865,89.78717009473918,1500.0
1.659750512775163,16.354169515417574,28.8079388278369,14.3,0.24407552986766845,4.826964456035964e-11,0.31899145585909966,0.065,30.0,902.4948722483697
1.7057937650673631,14.27468105412428,26.0233920857953,14.25109831245533,0.27491424457574926,2.288625945970169e-10,0.29611179848735225,0.06330474819191642,44.96988012290346,323.1750602694525
1.632679734100654,19.544746233980888,33.325842278368505,24.0,0.307,3.523036750592858e-10,0.3744308714997485,0.13,38.3660132949673,878.0794535475605
1.600278441097525,20.458233835371285,34.33874295854455,23.902545615866337,0.30777963507306927,3.8772155890247526e-10,0.3863317413659406,0.12832935341485147,39.69371479272277,974.9403012227721
1.673816696876322,13.930401409902363,24.97918904736518,24.0,0.2251796092647681,1.292825118240587e-09,0.3585406747237592,0.13,27.067353474288037,1488.774420951994
1.6891085618356088,16.46045886959042,29.474753609363837,14.400794627940922,0.29117828763287823,2.7253275321987155e-10,0.3045834079465589,0.06346513710136528,102.67431449317363,1044.5719082195606
1.6741351925514925,14.382505311013059,25.76611197010472,22.480316737326497,0.2356481208200933,1.1900308981065897e-09,0.3509025763867164,0.12255665340731345,27.723658696511194,1355.2682606977612
1.710820015119468,15.35410007559734,27.98958237949865,12.758999244026597,0.2974589992440266,2.400516159455052e-10,0.289734189567567,0.06284259894163724,54.1216133051319,223.28006047787227
1.6167187083831116,19.559572653449973,33.179534288032855,24.0,0.3078359354191556,3.8894042734655003e-10,0.3805215005015443,0.13,37.910161452111055,895.5080726055526
1.7853584282793704,16.016536238810875,30.32997206517291,18.299788675544487,0.3232888558680515,4.273588277958879e-11,0.28806174673997137,0.091802707619628,28.76295195601717,100.0
1.6905727751486412,17.28663524653171,30.80829158144252,11.202306009248783,0.2815648399735749,1.3576759203441148e-10,0.3485437636748536,0.06584924375412893,33.39697501651568,915.0756245871079
1.6117742980467886,18.312797651615266,30.842196058813183,12.167946813962146,0.3258638701440769,3.871966738750829e-10,0.32890924676271793,0.06201512553954701,29.984874460452996,483.7695734868138
1.6101471358506614,19.488229131947094,32.956712061331785,14.3,0.3152998428646509,1.3262810247133712e-10,0.3397382029427222,0.065,32.39117184896032,282.64844531190397
1.537839638241974,21.964810852740786,35.277576971599046,9.3,0.3382138156773682,4.1101783686808765e-10,0.34546770829783324,0.057999999999999996,35.18930921613159,1000.0
1.588901912655786,20.980917118249273,34.91643099775076,16.356714058160108,0.3100575773026711,3.1745315811527966e-10,0.3666535065356077,0.1033645903738864,34.82089257270013,982.0892572700135
1.5291391846183946,22.27152038454014,35.56920345379649,10.57948584657523,0.35446017268982455,4.65326864785177e-10,0.35688415346281765,0.06622526615655505,34.68543884637959,1057.1199038649656
1.6546215256202301,16.386457686069065,28.77546416879833,15.323891305342162,0.29130277950381583,2.4255319508442683e-10,0.3553944409923683,0.0676892371898849,27.848610248092086,515.9373058207192
1.7973259336134269,15.953481327731467,30.37893541487429,18.469223029409797,0.32176243331332666,4.8441121487277995e-11,0.2838513767046793,0.10291048014404798,29.633703319328667,100.0
1.648506507902526,18.54174361384221,32.126938407520186,20.5,0.27870871806921105,1.4838004786420368e-10,0.34868552306709677,0.07,31.762524562145348,955.9368859463663
1.8269854148749232,14.134660760359125,27.561454926309093,20.5,0.2587649335540401,5.140715940553078e-11,0.27811287272770885,0.07,49.535193388390105,500.0
1.7300034808701645,17.04277260743886,31.199492213911828,15.18540598007114,0.3222873552673633,4.9504079768538444e-11,0.2937116004715873,0.06571403708070253,34.85545214877722,228.52667452645568
1.635563494017922,18.396243373213853,31.71917700034875,20.186943965609103,0.29225939156696534,5.79814080287721e-10,0.3546171927052555,0.11132380717849358,58.901590428675235,463.1481937515138
1.586926101754838,21.066535590623687,35.0083720650082,17.59378985987063,0.3187665084206458,3.04893586821587e-10,0.36303118655053634,0.09862264421161124,33.89884748559108,607.7830526451404
1.5294393069799463,22.256756320132155,35.50884996386397,9.706616300674607,0.35847841239594314,4.594285314137573e-10,0.350930613469781,0.05843566032215137,34.21783016107568,981.8474865770264
1.5564593000493014,19.638759993426472,32.10311574067381,12.465057024157717,0.3443875999342647,1.0849635348693411e-09,0.35184205009038605,0.07350232011832351,30.708139990139706,100.0
1.7988819809052727,14.83726730315758,28.4871804057975,14.3,0.2779316825789395,7.247471736199392e-11,0.2634285739863122,0.065,33.925465393684846,492.5465393684841
1.5723723658100508,20.72162176927386,34.14678687865929,17.03573757318581,0.3319789811117336,1.7260661530168285e-10,0.36320421470391895,0.06628829025698481,49.279274357538014,654.6545726256335
1.7711740994744103,13.976922611732254,26.215432545338345,22.582996165649618,0.2576963525415352,9.667692503072454e-11,0.31321862072736206,0.10570850569685063,43.76518010511798,1000.0
1.85520793719318,13.115642826306901,26.184173127389897,23.161389008806502,0.294540636702268,8.97915337777787e-11,0.283645556035226,0.11562381157954002,32.510872227842995,142.61347596026997
1.7020726445383887,17.01800227519431,30.572956872357818,22.60211879903634,0.3014205826192101,7.479573233546909e-11,0.33978365497886254,0.10603632226919436,33.003026855766194,459.4551659620846
1.553411177863005,18.109813702283255,29.659416166027462,12.213391022951722,0.2974968950380542,1.1884569273986063e-09,0.35186136618325614,0.06112149038173399,42.202483969556646,500.0
1.576740287565535,18.32022966320948,30.44801684845567,9.3,0.29788780854912233,1.0354158494219249e-09,0.35439311010371555,0.060516784715067266,34.48321528493274,679.7703367905187
1.7816033772992101,15.305907124271723,28.999257330104015,13.533474054133755,0.279452883026772,8.014402181547342e-11,0.2663727141618115,0.06392686367578726,48.71729816063191,653.3051891732491
1.6128341558736632,19.481822563053978,32.97882942603971,14.3,0.33006420290843086,1.8090359925016623e-10,0.3387059107021139,0.065,32.03743830947527,100.0
1.6868597407540067,17.14857720167557,30.617542348437347,15.894106748057307,0.27008536789946574,1.4293426496472798e-10,0.3146839534889509,0.06628556995811073,39.17073579893152,1242.8860083778536
1.6456814959353396,18.59660433602751,32.22251536041547,23.164753929561485,0.295238641734411,2.1014670915841077e-10,0.3694887598914531,0.13,32.38641734411005,738.641734411005
1.7146453697065738,14.195826936863465,26.02036652491204,20.5,0.28550764260843237,2613635209.1731906,0.322254508807421,0.07,65.94435915817954,454.9373239797726
1.647652048749021,19.284423679714017,33.03580168086823,12.0572489843954,0.3226753894377121,1.594709811748222e-10,0.310931224609885,0.061860148578153556,90.18475914044141,500.0
1.5811045298380226,19.793078867317668,32.820258311264816,9.3,0.33433728209718644,3.6426195063086e-10,0.3467864428737504,0.05997937917151053,31.434463093854134,354.49160776563906
1.6539172198867154,18.4290761414727,32.10206459965263,15.581271372687873,0.3319257946079299,2.3957292291707297e-10,0.323035329903089,0.06472993361359415,31.195860994335774,100.0
1.6358650293997026,18.20822103104013,31.41086528921027,18.681840886092147,0.26721718091069857,1.2622738122793054e-10,0.34632270149049044,0.06853374265007432,30.0,1000.0
1.7430611526230986,14.557122734467603,27.122963728877856,22.928596581915496,0.24710215580304223,5.804563953184568e-10,0.32534711844225356,0.1116330842614085,59.28596581915495,806.1152623098585
1.7854538583447792,13.971624405692015,26.6541520967742,22.44889369741591,0.28973912592934487,10281618919.985952,0.30595499207589355,0.10340960624141564,34.556826770690265,100.0
1.6391161830114926,17.76931529344849,30.75169389441986,17.67398326643727,0.2595769699229922,1.0839317809045688e-10,0.34095829803103705,0.06772095424712683,30.0,1000.0
1.675558540287674,15.970696217135732,28.425769418906754,14.051914020261897,0.2913140810006236,3.570965530396759e-10,0.31072800534333817,0.08127468091556847,31.61629728580337,100.0
1.706259584744729,14.373800637309635,25.90672769168176,20.5,0.293142277932497,11716889464.31085,0.32550624278006624,0.07,30.535268372852414,100.0
1.7790621219600065,14.815631300666563,27.95512948607459,17.656232358133625,0.2638867738808324,7.392479067668032e-11,0.2846797599576655,0.06695310609800031,53.554709552332966,500.0
1.7020088409085181,15.142829090725805,27.480374779223162,18.250098182459677,0.29683447954322073,3.7653290593157764e-10,0.3167504909122984,0.06758939090977824,62.76817272933468,419.64636365927424
1.6722169007519134,18.374818482037625,32.212953503892344,13.79349604678572,0.2997301097577168,9.673406624116799e-11,0.30977228490392217,0.06281446005012756,57.96384987468111,799.3974979113517
1.6846285183552452,17.230667079459206,30.65822827067972,14.3,0.3319219094795338,3.6470439625614966e-11,0.3090714506853145,0.065,30.0,100.0
1.831068739256231,15.143401923848462,29.547248378624328,23.053436962811542,0.3036663311511462,3.933376313961116e-11,0.29235223291026924,0.1137732050767693,30.515805566699985,208.17863282153797
1.6408386251799385,18.63871249400205,32.21703524364217,21.76450627099282,0.28605802508397127,1.569548499760082e-10,0.35889030004798356,0.0916772503598769,30.0,819.356247001026
1.7702637096631746,14.758873992131349,27.810811209795652,22.025481351118056,0.27940770161788886,1.9628926111967412e-10,0.30917570061222815,0.09615110887630951,41.282963707896826,500.0
1.640921721282015,19.458356185548705,33.49860608485161,18.5313699741307,0.3148123286083847,2.6702051126444247e-10,0.34421820047789325,0.10321487334268098,37.767906111890085,665.1859167835123
1.5989552682257417,20.013133204947874,33.489473681427185,18.889848913336007,0.31808057661615874,1.703793817880954e-10,0.36118504979358457,0.06870149105914194,38.182087482798714,759.7017881716122
1.6516627429300081,18.488971100514117,31.969618709031298,16.71099526745738,0.2772225959114278,4.90897731644976e-10,0.3326677877342834,0.06694435102214305,47.33355754685668,805.5648977856952
1.580089011640006,20.28378306326936,33.47992993933228,19.95847012100854,0.32726564711304096,2.0039833051748156e-10,0.3727808071222579,0.06956328235565207,40.0,587.3435288695905
1.5938887418886811,19.428209877442608,32.37806540376002,14.869654614268551,0.28251924603463696,2131610814.6823132,0.3487414976569007,0.06545939888247464,50.34616402309131,917.3082011545654
1.8403889180926765,15.081924050388627,29.547804556783696,23.667044662496288,0.31686726534663684,6.515394274118497e-11,0.29323114401420014,0.12776885598579987,27.8581323131539,130.8927632735403
1.6653603082226818,15.565992294432956,27.549784972522858,14.3,0.30436788698501666,2.8461278083079373e-10,0.3170998715738826,0.065,27.365992294432957,100.0
1.5502719893712789,20.513599468563942,33.35206294244225,9.604628095832343,0.3525376180688259,4.3998267422100497e-10,0.3411695542964992,0.058326387245534655,32.2175914970231,110.87957485115513
1.715009801925702,14.149745149931743,25.738198688803912,14.813220441539116,0.26237269654746,3.651424599629018e-10,0.2993746569326004,0.08500352869325281,30.0,437.54410866566
1.6648777473476672,14.475637746288042,25.734186604275877,24.0,0.23100035310701839,1.251800864686084e-09,0.3619757260230426,0.13,27.951275492576084,1463.412481054766
1.7612503838587286,15.63460475468137,28.85674794312651,18.416848625858876,0.3130768994548475,1.1615379890969497e-10,0.29915379890969496,0.10265395245318633,43.33166728490261,398.41202945012867
1.6062959419075167,17.839920451830427,30.214343670809264,14.3,0.33888480516377634,2.467268325062653e-11,0.3417100242052014,0.065,30.0,100.0
1.6375119009485264,18.44976198102947,31.83684290747945,14.337334187530075,0.3085885750894146,2.549667789581897e-10,0.3635502380189705,0.06724880990514737,29.550238018970532,595.2142170734762
1.568507241395066,18.13771810120308,29.970962600266404,21.21300603830353,0.32248152584907047,2.5000608374543585e-09,0.38695506897654625,0.11132426726698241,38.64203446542729,214.92758604933903
1.600442466887363,20.43362996689556,34.30265728478015,20.5,0.29772562086071547,3.875575331126371e-10,0.38593807947032893,0.12734519867582234,39.51328642390076,1438.0546357691874
1.7088560502297887,17.467370352218808,31.532146182295655,14.3,0.32032629647781186,8.093253259776347e-11,0.2993474070443762,0.065,29.11017286370825,100.0
1.767758588751445,13.02241411248555,24.76650009262081,16.09784740925819,0.23396120396888245,5.049377662848266e-10,0.283422438811368,0.07704743109296726,37.59051378140655,1500.0
1.6833899384517474,15.426335254539548,27.48378079125834,22.60821236699571,0.2899360906530718,2.0717763081859027e-09,0.34648625964956475,0.10614078343421215,35.543686626315136,259.0614437719189
1.826854390595415,14.647502442859071,28.60763906104188,24.0,0.30411263435724895,2.0171930827233465e-10,0.2998374144999325,0.13,36.04782913088328,184.1658523803096
1.779455411676403,15.801089176647194,29.896680732930854,20.519060591325893,0.26525051062885463,4.0059857642330674e-11,0.29632675299415817,0.07032675299415819,39.9455411676403,500.0
1.5799291023240296,21.369738899292052,35.333965771855155,14.165260138774489,0.3250638079083734,2.604159937730813e-10,0.3502033542607209,0.08182984557767098,30.63358108454713,397.8730697208871
1.7245836628038345,14.069992092707972,25.95816687525744,21.733798432163667,0.25631657441492633,7.645538750963546e-10,0.32822093546918873,0.11890023721876082,63.83346512153379,438.3346512153379
1.6302422001980048,18.79887623886223,32.192319385545645,24.0,0.30851211000990025,3.8970112376113775e-10,0.3752811474232731,0.13,36.219724975249406,810.98624876247
1.5730103465479313,18.948094926506037,31.39875053612994,16.31660371492932,0.32771284280618096,1.3814328316747206e-10,0.3694567252561552,0.08614181314038802,33.25258663698277,555.3621291775883
1.6084831157852744,19.227532632208884,32.533714527239695,21.030909475154065,0.3307527241987675,3.795168842147259e-10,0.36664052211534215,0.07910130528835539,30.668572636198487,236.5195793253308
1.6133132826483938,19.0,32.266265652967874,20.5,0.3260541368493375,3.4162015652063887e-10,0.3618403510730622,0.07,29.16566413241968,249.09771917770945
1.6561442386994172,18.32232517843094,31.36116697065964,13.990075218079374,0.30177567367169955,1.6931907505948564e-10,0.3201950487708206,0.08097179698651122,27.276210943695066,387.1474623313902
1.568507232141479,20.65971071434084,33.95929335720129,20.5,0.3358298553571704,2.211573374947909e-10,0.37959710714340833,0.07,38.128408928874606,431.9421428681674
1.5938937979515297,18.74041346989803,31.337345780265398,20.5,0.32055949204430323,2.376940897236975e-10,0.36981907857440516,0.07,34.72763142976206,349.3608979932019
1.690031473159346,17.965932292948594,31.901414599236162,16.021138146733634,0.32949842634203275,8.483756602863272e-11,0.3129274839085746,0.06638801463446262,32.776029268925214,211.04117075700873
1.7371450625821288,13.72852562329425,25.51395036065147,20.5,0.28014233123041543,6628965014.656818,0.31342770621778027,0.07,59.71367497725666,385.70749974729625
1.7417245292354289,15.382754707645713,28.44,15.942308721547004,0.29077420218071687,9.99315096653206e-10,0.2926675123892363,0.06632444251737662,32.14578047567274,394.0445986098706
1.59046529668338,20.086041099498587,33.47306475220203,21.566285383918313,0.32350922835981405,1.784590073475504e-10,0.3772115936301577,0.08827917801002821,36.95347033166197,500.0
1.609790046147919,17.408398154083244,29.62965787719573,14.78242584283458,0.2846154746186446,1.8779953198304805e-10,0.3390695946032337,0.06387402768875133,60.57348384822839,500.0
1.7039469284635258,17.77868992997416,31.990498349526337,9.977944012085098,0.3284237150075532,8.187928148296637e-11,0.27750829509819147,0.058726368584376895,33.69734642317629,100.0
1.5809575776299098,19.804309696697704,32.823842614975064,13.995622843613619,0.2834172387867908,7.411963571768113e-10,0.3498515814409951,0.06457387198105907,52.48700345021821,969.5622843613618
1.5386890307481633,21.47210330885101,34.49399958292048,11.393171443794307,0.34648810447902434,4.270262335774938e-10,0.35430823215237145,0.060242683689779614,38.29847707207759,906.5548462591827
1.643676690340154,17.552932386393834,30.403797813958278,24.0,0.2841077698866153,7.544957134938879e-10,0.36992393536960755,0.13,41.10300710204624,178.92230113384713
1.7094821463625864,16.210586759732763,29.429723317696308,22.525892681870666,0.2794119860400857,2.5309156505691157e-10,0.3357836710656549,0.10472958883206858,32.10586759732762,921.1735194655239
1.8151651265159863,12.957120131753069,25.293787453925084,17.176988339580934,0.26868110890848984,16316618703.417648,0.26661558856119044,0.06643963036383672,58.03249504410218,218.67898787210953
1.6692362714382512,18.280143057394536,32.1840917917374,14.394702341656831,0.3114959391492459,1.2738998598238252e-10,0.3166720811343388,0.06507637285617486,28.442962565814213,106.10982849398916
1.6091663853625766,20.482585219622425,34.47573675523242,9.3,0.3194016200012214,1.696342896120709e-10,0.31526527170871727,0.058,63.03003707007243,598.4812682509751
1.6697816189265602,15.82495978552774,27.96180195664024,19.058815671882105,0.28807020365927877,5.306205239643469e-10,0.33450857438504855,0.06883775457409848,65.8159164667545,616.2245425901527
1.6925138715993726,17.804916770403764,31.82417123777852,9.3,0.31366137471148564,9.483458722994914e-11,0.30417447625715416,0.060448057976087814,32.60110972794982,414.7503112112906
1.6537734756627995,16.132042698839896,28.33956649067902,16.273707257664395,0.2919812194697603,2.5645273388671376e-10,0.35403756106047946,0.06811326216860018,27.509390265119862,439.6128096519683
1.6653365444792376,18.619917427676747,32.665930501627926,20.08695108244677,0.2967980733124574,8.276449893349394e-11,0.340266483172615,0.06966689603423128,61.934755412233855,940.0412861616279
1.742633549008116,16.545935464970384,30.274728754331733,13.05290323930687,0.2912169030719017,1.040028254708312e-10,0.2802099352975652,0.06325406453502962,32.004645182891,400.23225914454963
1.6511272892166977,18.93137624647548,32.887184134086375,17.48036627467164,0.3018186944673681,9.340366418403125e-11,0.33433818676500937,0.0667646781514339,65.61766092428306,1000.0
1.8076649531332296,12.88883353475505,25.043570085926678,21.4771583004212,0.2739137208925738,16722836408.636627,0.2915177804634007,0.08675128515007768,34.27918808583463,100.0
1.63500348712692,18.5,31.882567998974935,22.94975590111561,0.2926001394850768,5.419577383794303e-10,0.3672972800410025,0.11199581544769616,43.00209227615193,370.0627682845577
1.792140680488333,12.787784269626862,24.460195985391756,20.091488906547205,0.2473577958535001,1.215116528562371e-10,0.31334607247947227,0.11271746795412028,30.0,1000.0
1.6407272743189885,18.803030236708814,32.458666590794884,12.8975754604555,0.28989090885215174,2.2943514531807183e-10,0.3713878781777211,0.08587878615442923,33.21212094683526,1160.6060473417633
1.7343975247312735,16.468795049462546,30.30046851441049,19.532646533338962,0.23568795049462546,5.950132291807614e-11,0.310340371290309,0.06921987623656368,34.21987623656368,1421.987623656368
1.5440187721073138,21.87342333633094,35.18793198310102,10.469609772182242,0.34884189006294974,4.3208709609562397e-10,0.3483006750224821,0.05925315332733812,34.104429443944845,1052.2147219724216
1.6791634089880905,15.476075033930066,27.66349253227028,14.818686427383762,0.2985817044940453,3.0128550612738946e-10,0.31342611393453695,0.06541829550595464,30.09538674406438,175.2931910718363
1.5838223351675442,17.042045686842986,28.57943878691201,20.071898461235058,0.32762395933968413,3.438114147379058e-09,0.3715598983492103,0.06954131977989472,30.937005222570434,153.51269234561755
1.6932696995389818,15.302887896772871,27.622369011976232,22.014439483864358,0.3036539399077963,1.8888032867890573e-10,0.3397787570875935,0.09596181972338902,29.894272958508353,100.0
1.6640391361541966,16.26827395307938,28.747865906594882,10.50195680770984,0.29129839399247254,4.046290159511853e-10,0.2981537382153285,0.05968273953079378,30.0,100.0
1.6709124642787245,16.022718839303188,28.442770789195546,20.66033062243126,0.3039571598160115,4.2112573752201775e-10,0.34373182677627806,0.11364243570170414,30.0,409.1246427872452
1.5731887424266418,19.17960242347465,31.739373168534748,16.27702030451787,0.2990304666772236,1.6689780112757058e-09,0.3620586106106193,0.06659437121332087,44.02814393339568,713.0131816022447
1.599708383735072,19.49580127442792,32.6180920801309,14.982192515397953,0.2816990684738809,6.98204199345691e-10,0.3468674227777371,0.06555015525435319,51.77993789825872,944.9844745646812
1.5950421270700135,20.27352555254953,33.80702976525653,18.74923860482609,0.3226070959952443,2.0236056284664005e-10,0.3656239468232496,0.09481448549625729,51.65262430999551,500.0
1.6128499113554973,20.172911347314617,34.11695149805118,20.908860815856727,0.2895750443222514,3.533659843756563e-10,0.3820936702097193,0.13,42.803617023017566,1500.0
1.8429880368879497,14.128684057674462,27.88428845263941,21.545812910782374,0.2738246323940828,4.322988585112878e-11,0.2783784663983094,0.08792822132769787,43.12751515771581,380.4785244820142
1.6746822083829103,17.29851671059428,30.591366202815294,9.3,0.28243220183642787,1.549872883353164e-10,0.34621821429180855,0.06385805045910697,34.89406946097012,918.4321756504979
